id,data,label
7771,"Assistants shall be suitably qualified natural persons, who are competent to carry out these duties and exercise this authority, and who are fluent in the language for communications defined in Sub-Clause.",NON
7772,"All persons, including the Employer’s Representative and assistants, to whom duties have been assigned or authority has been delegated by a Notice of delegation given under Sub-Clause, shall only be authorised to issue instructions and communications and to give Notices to the Contractor to the extent defined by the Notice of delegation.",NON
7773,"Any acceptance, agreement, approval, check, certificate, comment, consent, disapproval, examination, inspection, instruction, Notice, No-objection, record of meeting, permission, proposal, record, reply, report, request, Review, test, valuation, or similar act by a delegated person, in accordance with the Notice of delegation, shall have the same effect as though the act had been an act of the Employer.",NON
7774,"However unless otherwise stated in the delegated person’s communication relating to such act, it shall not relieve the Contractor from any duty, obligation or responsibility the Contractor has under or in connection with the Contract.",NON
7775,"if the Contractor questions any instruction, communication or Notice given by a delegated person, the Contractor may by giving a Notice refer the matter to the Employer.",CONTRACTOR#OBLI-direct
7776,"The Employer shall be deemed to have confirmed such instruction, communication or Notice if the Employer does not respond within 7 days after receiving the Contractor’s Notice, reversing or varying the delegated person’s instruction, communication or Notice.",NON
7777,"The Employer may, through the Employer’s Representative or an assistant as stated below, issue to the Contractor instructions which may be necessary for the execution of the Works, all in accordance with the Contract.",NON
7778,Each instruction shall state the obligation to which it relates and the Sub-Clause in which the obligation are specified.,NON
7779,The Contractor shall only take instructions from the Employer’s Representative or an assistant to whom the appropriate authority to give instruction has been delegated by a Notice given under Sub-Clause.,CONTRACTOR#OBLI-direct
7780,"Subject to the following provisions of this Sub-Clause, the Contractor shall comply with the instructions given by the Employer’s Representative or delegated assistant, on any matter related to the Contract.",CONTRACTOR#OBLI-direct
7781,"If an instruction states that it constitutes a Variation, Sub-Clause shall apply.",NON
7782,"If not so stated, the Contractor shall immediately, and before commencing any work related to the instruction, give a Notice to the Employer with reasons.",CONTRACTOR#OBLI-direct
7783,"If the Employer does not respond within 7 days after receiving this Notice, by giving a Notice confirming, reversing or varying the instruction, the Employer shall be deemed to have revoked the instruction.",NON
7784,Otherwise the Contractor shall comply with and be bound by the terms of the Employer’s response.,CONTRACTOR#OBLI-direct
7785,"When carrying out his/her duties under this Sub-Clause, the Employer’s Representative shall not be deemed to act for the Employer.",NON
7786,"Whenever these Conditions provide that the Employer’s Representative shall proceed under this Sub-Clause to agree or determine any matter or Claim, the following procedure shall apply:",NON
7787,"The Employer’s Representative shall consult with both Parties jointly and/ or separately, and shall encourage discussion between the Parties in an endeavour to reach agreement.",OBLI-direct#OTHERS
